"V1","V2","V3"
163.31000010805,-50.0166666269674,0
163.830058931476,-50.1553848122714,12.6218997135376
164.272323341193,-50.1842198815407,40
163.527935977244,-49.6386359713586,0
163.990987596237,-49.745658800736,12.8370657863177
164.354079654622,-49.7886608737523,40
163.807282573063,-49.2608434331829,0
164.163542864591,-49.3395349679163,15.6911496808983
164.439941385433,-49.3801495379362,40
164.042803875023,-48.859536183304,0
164.363465979906,-48.9378479846987,16.5110294743739
164.608213886847,-48.9947030010786,40
164.281690779755,-48.4741979113289,0
164.605790515283,-48.5530213849859,16.4055804947799
164.847327434964,-48.6222498939195,40
164.418187348776,-48.0773681315974,0
164.814902970487,-48.1603302702599,14.7743730274851
165.107213683422,-48.2447388299885,40
164.55899212438,-47.6559780637583,0
165.018310490543,-47.7648611477443,13.0143193141444
165.359839976291,-47.874128338579,40
164.77615053743,-47.2555391729794,0
165.281289841765,-47.3833852770656,13.7013754928374
165.679141215566,-47.5322699178139,40
164.957655386915,-46.8612151331838,0
165.53148446811,-47.0096353673229,13.2447242752437
166.008794719366,-47.1685092178012,40
165.195814095218,-46.4003995693238,0
165.735400965464,-46.6237558657373,13.1751491776054
166.240333685264,-46.774225141509,40
165.738133579404,-46.0851333844888,0
166.093144187798,-46.2828274996173,14.7263859968341
166.434585450869,-46.3874453247673,40
166.156274084805,-45.7970593975118,0
166.418443277421,-45.9235806989148,16.499471415374
166.642749098166,-45.9971587260219,40
166.484538920578,-45.4418599913394,0
166.713498384513,-45.5538403080028,17.9238688372267
166.904771883466,-45.639479947055,40
166.859474245627,-45.0955818203999,0
167.078532734001,-45.2340069306378,15.371601778977
167.206104494448,-45.3108102441886,40
167.309999996567,-44.7033333675497,0
167.456507611414,-44.8864435483063,15.159211426684
167.508367597198,-45.0050633170616,40
