"V1","V2","V3"
163.216131283486,-50.013218465894,0
163.087031679406,-49.8885565977573,20
162.818076111233,-50.3380680267563,0
162.643122961191,-50.2488915140575,20
162.411597344583,-50.669792078716,0
162.233145416971,-50.5816833214949,20
162.009423632289,-50.9980028008803,0
161.82871579944,-50.9099717094703,20
161.601870717541,-51.3306034595953,0
161.418800682936,-51.2427128400051,20
161.19587838138,-51.6619305336135,0
161.010366243865,-51.5742520587829,20
160.783099844005,-51.9987957750185,0
160.594721328991,-51.9116442560257,20
160.389589383056,-52.3199364945847,0
160.197304963097,-52.2411719102989,20
160.04583924389,-52.6707735286236,0
159.844816786524,-52.5984487795977,20
159.690685061254,-53.0365823391498,0
159.484510646437,-52.9636498178371,20
159.341057408215,-53.3966988149046,0
159.120461332823,-53.3326448834752,20
159.078850228019,-53.7829047726712,0
158.865463269017,-53.7349751963479,20
158.832031215805,-54.1756567040302,0
158.617705110025,-54.1288636646496,20
158.569917161959,-54.5927470583094,0
158.387039226209,-54.4955785587247,20
