"V1","V2","V3"
128.269833293103,-2.55192591324438,0.001
128.273410318394,-2.86325139896873,17.1897092783191
128.273410269341,-3.14555424335366,40
128.702607945685,-2.56929219917709,0.001
128.688870472388,-2.88051785014665,17.2326498646989
128.675571354601,-3.16275791000228,40
129.119904976914,-2.58603736007298,0.001
129.106845227772,-2.89667490312886,17.2407734207819
129.094577436868,-3.17817540170121,40
129.560017599579,-2.60022424070162,0.001
129.526446787759,-2.91457114218633,17.1103740151939
129.495757254144,-3.1992732624822,40
129.993829051799,-2.67927275590864,0.001
129.940162072373,-2.98643161803147,17.2132074193802
129.893194726945,-3.26506359670571,40
130.422428581593,-2.7543464870138,0.001
130.351193537767,-3.05675063161973,17.1633083030536
130.287791642201,-3.33082257396139,40
130.871071219058,-2.88179105503303,0.001
130.755926437959,-3.17221079421751,17.1514975994489
130.650077920076,-3.43440279897569,40
131.267922027676,-3.08841478140088,0.001
131.123203406329,-3.36559061597036,17.1768672665645
130.991725208872,-3.61651574274103,40
131.644077990942,-3.28556050183529,0.001
131.488915537224,-3.55757968242408,17.1312535762785
131.348661364983,-3.80377254634136,40
132.03146032479,-3.52395259951811,0.001
131.844572145602,-3.77354592340073,17.1683781736941
131.67565258439,-3.99925669673585,40
132.363918773483,-3.8269848318411,0.001
132.155050176621,-4.05556645965603,17.2891203880177
131.966103381002,-4.26349507904761,40
132.666584261559,-4.10286110703194,0.001
132.455471683817,-4.33156506386963,17.2282947866747
132.265553207659,-4.54086013881417,40
132.973396248379,-4.40021490018401,0.001
132.75492271126,-4.61868972606476,17.5874248573517
132.573410186492,-4.83192945573945,40
