1 16 87 106
2 3 127 137
3 18 75 79
4 15 54 62
5 10 121 125
6 8 136 138
7 8 138 150
8 14 97 99
9 10 120 121
10 18 79 95
11 14 99 116
12 12 108 128
13 10 125 139
14 5 111 122
15 3 137 133
16 4 159 164
17 15 62 61
18 1 147 134
19 17 52 55
20 13 67 56
21 9 78 89
22 7 92 105
23 5 122 118
24 13 59 67
25 11 68 80
26 15 61 60
27 11 76 74
28 11 80 76
29 7 105 101
30 3 133 119
31 4 161 157
32 1 149 147
33 25 73 88
34 41 143 141
35 22 57 66
36 20 65 64
37 34 93 110
38 39 109 124
39 40 132 142
40 27 69 83
41 33 82 103
42 23 70 81
43 29 90 104
44 30 96 113
45 36 117 129
46 37 130 126
47 46 155 146
48 48 156 160
49 26 94 91
50 48 159 152
51 19 53 58
52 27 97 77
53 28 85 98
54 31 102 114
55 43 148 145
56 21 63 71
57 24 72 86
58 25 87 84
59 30 108 107
60 33 120 115
61 39 136 131
62 45 151 140
63 50 158 153
64 49 163 162
65 25 88 87
66 41 141 127
67 22 66 75
68 20 64 54
69 34 110 121
70 39 124 136
71 40 142 138
72 27 83 97
73 33 103 120
74 23 81 79
75 29 104 99
76 30 113 108
77 36 129 125
78 37 126 111
79 46 146 137
80 48 160 159
81 26 73 62
82 48 143 147
83 19 57 52
84 27 65 67
85 28 93 78
86 31 109 92
87 43 132 122
88 21 69 59
89 24 82 68
90 25 70 61
91 30 90 76
92 33 96 80
93 39 117 105
94 45 130 133
95 50 155 161
96 49 156 149
97 26 91 73
98 48 152 143
99 19 58 57
100 27 77 65
101 28 98 93
102 31 114 109
103 43 145 132
104 21 71 69
105 24 86 82
106 25 84 70
107 30 107 90
108 33 115 96
109 39 131 117
110 45 140 130
111 50 153 155
112 49 162 156
113 14 112 94
114 4 157 159
115 15 60 53
116 14 94 97
117 7 101 85
118 5 118 102
119 6 154 148
120 11 74 63
121 9 89 72
122 16 100 87
123 12 123 108
124 10 135 120
125 8 144 136
126 6 148 151
127 6 151 158
128 2 165 163
129 87 88 106
130 127 141 137
131 75 66 79
132 54 64 62
133 121 110 125
134 136 124 138
135 138 142 150
136 97 83 99
137 120 103 121
138 79 81 95
139 99 104 116
140 108 113 128
141 125 129 139
142 111 126 122
143 137 146 133
144 159 160 164
145 62 73 61
146 147 143 134
147 52 57 55
148 67 65 56
149 78 93 89
150 92 109 105
151 122 132 118
152 59 69 67
153 68 82 80
154 61 70 60
155 76 90 74
156 80 96 76
157 105 117 101
158 133 130 119
159 161 155 157
160 149 156 147
161 73 91 88
162 143 152 141
163 57 58 66
164 65 77 64
165 93 98 110
166 109 114 124
167 132 145 142
168 69 71 83
169 82 86 103
170 70 84 81
171 90 107 104
172 96 115 113
173 117 131 129
174 130 140 126
175 155 153 146
176 156 162 160
177 94 112 91
178 159 157 152
179 53 60 58
180 97 94 77
181 85 101 98
182 102 118 114
183 148 154 145
184 63 74 71
185 72 89 86
186 87 100 84
187 108 123 107
188 120 135 115
189 136 144 131
190 151 148 140
191 158 151 153
192 163 165 162
193 88 35 106
194 141 46 137
195 66 23 79
196 64 26 62
197 110 36 125
198 124 40 138
199 142 47 150
200 83 29 99
201 103 34 121
202 81 32 95
203 104 38 116
204 113 42 128
205 129 44 139
206 126 43 122
207 146 45 133
208 160 51 164
209 73 25 61
210 143 41 134
211 57 22 55
212 65 20 56
213 93 34 89
214 109 39 105
215 132 40 118
216 69 27 67
217 82 33 80
218 70 23 60
219 90 29 74
220 96 30 76
221 117 36 101
222 130 37 119
223 155 46 157
224 156 48 147
225 91 35 88
226 152 46 141
227 58 23 66
228 77 26 64
229 98 36 110
230 114 40 124
231 145 47 142
232 71 29 83
233 86 34 103
234 84 32 81
235 107 38 104
236 115 42 113
237 131 44 129
238 140 43 126
239 153 45 146
240 162 51 160
241 112 35 91
242 157 46 152
243 60 23 58
244 94 26 77
245 101 36 98
246 118 40 114
247 154 47 145
248 74 29 71
249 89 34 86
250 100 32 84
251 123 38 107
252 135 42 115
253 144 44 131
254 148 43 140
255 151 45 153
256 165 51 162
