url_path,views_total,views_unique
/antonioscalaunina/pyANTI-FASc,2,2
/antonioscalaunina/pyANTI-FASc/blob/main/Example1_Tohoku.md,2,2
/antonioscalaunina/pyANTI-FASc/blob/main/utils/plot_slip_distribution.py,2,2
/antonioscalaunina/pyANTI-FASc/tree/main,2,2
/antonioscalaunina/pyANTI-FASc/tree/main/output,2,2
/antonioscalaunina/pyANTI-FASc/tree/main/utils,2,1
/antonioscalaunina/pyANTI-FASc/blob/main/output/folder_description.txt,1,1
/antonioscalaunina/pyANTI-FASc/blob/main/utils/sz_slabs/calabrian/cal_slab2_dep_02.24.18.grd,1,1
/antonioscalaunina/pyANTI-FASc/blob/main/utils/sz_slabs/calabrian/subfaults/calabrian_mesh_faces.dat,1,1
/antonioscalaunina/pyANTI-FASc/blob/main/utils/sz_slabs/calabrian/subfaults/calabrian_mesh_nodes.dat,1,1
