url_path,views_total,views_unique
/antonioscalaunina/pyANTI-FASc,16,6
/antonioscalaunina/pyANTI-FASc/blob/main/Example1_Tohoku.md,6,1
/antonioscalaunina/pyANTI-FASc/tree/main,5,5
/antonioscalaunina/pyANTI-FASc/tree/main/utils,5,3
/antonioscalaunina/pyANTI-FASc/blob/main/config_files/Parameters/scaling_relationship.json,4,3
/antonioscalaunina/pyANTI-FASc/tree/github-repo-stats,3,3
/antonioscalaunina/pyANTI-FASc/tree/github-repo-stats/antonioscalaunina/pyANTI-FASc,3,3
/antonioscalaunina/pyANTI-FASc/tree/github-repo-stats/antonioscalaunina/pyANTI-FASc/latest-report,3,2
/antonioscalaunina/pyANTI-FASc/tree/main/utils/sz_slabs,3,2
/antonioscalaunina/pyANTI-FASc/tree/main/utils/sz_slabs/alaskaaleutians,3,1
