url_path,views_total,views_unique
/antonioscalaunina/pyANTI-FASc,10,5
/antonioscalaunina/pyANTI-FASc/blob/main/utils/sz_slabs/hellenic/hel_slab2_dep_02.24.18.grd,2,1
/antonioscalaunina/pyANTI-FASc/tree/main/output,2,1
/antonioscalaunina/pyANTI-FASc/tree/main/output/examples,2,1
/antonioscalaunina/pyANTI-FASc/blob/main/Example2_Mediterranean.md,1,1
/antonioscalaunina/pyANTI-FASc/blob/main/bin/antifasc_main.ipynb,1,1
/antonioscalaunina/pyANTI-FASc/blob/main/utils/sz_slabs/calabrian/cal_slab2_dep_02.24.18.grd,1,1
/antonioscalaunina/pyANTI-FASc/blob/v2.0.0/output/examples/Tohoku_test_M90_E14237_N3832_slip_KuJ.zip,1,1
/antonioscalaunina/pyANTI-FASc/tree/main/utils,1,1
/antonioscalaunina/pyANTI-FASc/tree/main/utils/sz_slabs,1,1
