"V1","V2","V3"
149.240870917771,-0.565280810053851,0.001
149.635017253322,-0.483380277202179,25
149.140069137975,-0.140278517120393,0.001
149.531611494262,-0.047399422348361,25
149.038980478762,0.285933133001888,0.001
149.430543392397,0.37872554727312,25
148.936782576559,0.716821600277612,0.001
149.329083993666,0.806500299774412,25
148.839374951018,1.15161696335259,0.001
149.235108504879,1.23207287576511,25
148.756575582728,1.58861362744447,0.001
149.158425922196,1.66196009142313,25
148.674774181401,2.02486302972366,0.001
149.082821910949,2.0918736098948,25
148.609744087338,2.46506673268583,0.001
149.020823765854,2.52338069701691,25
148.544716195113,2.90525524182473,0.001
148.959337666332,2.95132430668489,25
