"V1","V2","V3"
186.325000010076,-14.5583333687073,0
186.139801915444,-14.8167576650968,7.47748983528426
185.972724105392,-15.0637018392378,21.5536221841739
185.82082888028,-15.2963465150726,40
186.785210145855,-14.7720024393409,0
186.554953577674,-15.0842400274303,6.28090677215196
186.27284474695,-15.3317204614932,19.78112334316
186.003686909043,-15.5564858095182,40
187.295129615861,-15.1106420951453,0
186.938355904179,-15.3887693914184,5.06367520016394
186.564245709168,-15.6194917189101,18.4123671787495
186.206261846368,-15.8235713932678,40
187.56846063493,-15.7061784455501,0
187.134546644018,-15.8257335965935,5.39136147663493
186.733712596942,-15.989259223893,18.5672372122828
186.344340595581,-16.1112200361837,40
187.630850972087,-16.283289061158,0
187.193068690868,-16.3186427939706,5.37208673291762
186.779326377878,-16.3963222653649,19.0333657956618
186.386657565476,-16.4383357250987,40
187.653412673444,-16.8094151760928,0
187.200011305818,-16.7815167032669,4.90925897043117
186.765760575957,-16.8119994139388,18.2830791266011
186.357127808779,-16.8084111675815,40
187.561781482973,-17.3092216755312,0
187.11987249571,-17.2364075881875,5.32302104789225
186.688558092903,-17.2268639414529,18.9239200471095
186.287777635364,-17.1808143746606,40
187.472531351904,-17.7724597889834,0
187.032194240492,-17.6891307591371,5.55262365357585
186.605439607384,-17.6368348937462,19.6829274385282
186.204751721912,-17.5616284703196,40
187.363710203534,-18.2319268856136,0
186.923854048976,-18.125521185639,5.20789114779318
186.495152617017,-18.036103956196,18.5104898083451
186.099926817706,-17.9396899813675,40
187.232326885685,-18.663953010684,0
186.794057993311,-18.5405251086243,4.89417684103152
186.367810931552,-18.4327486619852,17.9297858045841
185.973440093943,-18.3277811408134,40
187.0962733408,-19.0778463508801,0
186.65364714581,-18.952758367522,4.8775214869274
186.22701063945,-18.8306071653337,18.0721489748964
185.828717337024,-18.7192132554135,40
186.969478039572,-19.4853515678086,0
186.521848512222,-19.3610595833013,4.81237062900357
186.095206533439,-19.2347342555837,18.7778262880851
185.688933914352,-19.124153542141,40
186.866001030998,-19.9222544986498,0
186.422411792383,-19.7849046324983,4.64787316526911
185.996679085764,-19.6526363812287,18.1682444482991
185.596978288848,-19.5357890710292,40
186.671817965823,-20.3477412380954,0
186.25469329047,-20.1951450293888,4.87884520946889
185.849498841648,-20.0632250767319,18.7890750691038
185.471093119559,-19.9358537633055,40
186.470394026479,-20.753120686257,0
186.060912830098,-20.6086191267871,5.41580900480994
185.669911393404,-20.4600129223732,18.2812820366175
185.310286389047,-20.3236988810524,40
186.323043668884,-21.1659703682049,0
185.902971821021,-21.0127703061417,4.70679529924693
185.503334119109,-20.8554219465814,17.8609557390238
185.136164574787,-20.7105942835463,40
186.139066012976,-21.5700678542879,0
185.719586629098,-21.4064799364516,4.80109517962336
185.319496065147,-21.2461474485083,18.267284291981
184.948194259815,-21.0929338847071,40
185.965139022321,-21.9594592778382,0
185.537744132187,-21.7959755710825,4.74880563771787
185.129755789279,-21.6352369805512,18.5445775846336
184.755389278766,-21.4682537329199,40
185.786430160372,-22.3633782225419,0
185.352213298927,-22.1730167595676,4.76793070651719
184.927711503003,-22.0005916978639,18.2813885948636
184.536526713951,-21.8282620206138,40
185.563380492464,-22.7243165844736,0
185.146818712197,-22.5253469245858,5.10021423814043
184.730055540925,-22.3625311487449,18.2840047868669
184.343714560281,-22.2090062867871,40
185.390874702181,-23.0656485794882,0
184.967263028388,-22.8735201358282,4.87262681304652
184.54007411011,-22.7330785663464,18.132724970648
184.147404513322,-22.5858134894182,40
185.202933673798,-23.3969726018827,0
184.780818976816,-23.1951285783599,5.53268048853779
184.332739658723,-23.0991025814343,18.6748203728308
183.929540098928,-22.9567085458994,40
184.993953187283,-23.6885485169166,0
184.580406035822,-23.5509463965714,8.0248882490759
184.159895643794,-23.4749448320616,21.8533911473399
183.764854952266,-23.3626754791008,40
184.894140731298,-24.0384251936754,0
184.474113452989,-23.9518789661927,9.93545544494259
184.063127610959,-23.8701053708252,23.7375392076973
183.663703178778,-23.7796291359679,40
184.813788082423,-24.4285129753138,0
184.389419564417,-24.362776166229,10.2618383771627
183.979379479665,-24.2744719962075,24.1938516716858
183.574694298347,-24.1900610801393,40
184.757717803229,-24.8378259737238,0
184.329967402402,-24.7633333424048,10.8540127092208
183.908894713014,-24.6774413489307,23.5459257186089
183.498968485958,-24.5977552419885,40
184.701893680541,-25.2453421020385,0
184.263599933251,-25.1692135594115,8.10899317709738
